State,District,year,murder,attempt to murder,culpable homicide not amounting or murder,rape,custodial rape,other rape,kidnapping & abduction,kidnapping and abduction of women and girls,kidnapping and abduction of others,dacoity,preparation and assembly for dacoity,robbery,burglary,theft,auto theft,other theft,riots,criminal breach of trust,cheating,counterfieting,arson,hurt/grevious hurt,dowry deaths,assault on women with intent to outrage her modesty,insult to modesty of women,cruelty by husband or his relatives,importation of girls from foreign countries,causing death by negligence,other ipc crimes,total ipc crimes,TOTAL_CRIME,LATITUDE,LONGITUDE,Cluster
SIKKIM,NORTH,2002,1,0,1,0,0,0,1,0,1,0,0,0,6,4,0,4,1,0,5,0,0,5,0,2,0,0,0,0,20,46,46,12.984456964275335,77.42657995057657,0
SIKKIM,SOUTH,2002,2,2,0,1,0,1,1,0,1,0,0,0,8,3,1,2,3,1,10,0,1,12,0,3,0,1,0,1,40,89,89,13.075975531037036,77.63977495858587,0
SIKKIM,WEST,2002,4,2,0,2,0,2,2,0,2,0,0,1,8,5,0,5,2,1,5,0,0,5,0,3,0,0,0,2,25,67,67,12.906015455937135,77.45438458719309,0
TAMIL NADU,TRICHY RLY.,2002,2,1,0,0,0,0,0,0,0,0,0,1,8,76,1,75,2,0,1,0,0,26,0,2,1,1,0,4,107,232,232,13.065141564019205,77.57453496859478,2
TRIPURA,DHALAI,2002,29,7,0,6,0,6,33,20,13,1,0,4,16,12,0,12,23,0,2,0,8,138,2,11,0,9,0,6,94,401,401,13.194498088707855,77.58958875188847,1
UTTARAKHAND,BAGESHWAR,2002,4,1,0,5,0,5,3,3,0,0,0,9,2,22,1,21,0,2,7,0,0,16,2,0,0,7,0,4,45,129,129,12.865648267708087,77.46794853613889,2
UTTARAKHAND,CHAMPAWAT,2002,6,4,0,2,0,2,4,4,0,0,0,1,8,14,4,10,2,0,1,0,0,12,1,3,0,0,0,3,31,92,92,12.888511700502287,77.57179104857445,0
UTTARAKHAND,RUDRA PRAYAG,2002,9,5,0,0,0,0,1,1,0,1,0,6,14,13,0,13,15,1,1,0,5,22,4,7,0,1,0,6,9,120,120,13.185532472198664,77.72734990164656,0
WEST BENGAL,SILIGURI G.R.P.,2002,4,0,0,0,0,0,1,1,0,2,1,1,0,89,0,89,0,0,1,0,0,0,0,1,0,0,0,0,30,130,130,12.832687107496792,77.57096241235891,2
A & N ISLANDS,NICOBAR,2002,3,0,1,1,0,1,0,0,0,0,0,0,2,3,0,3,0,0,0,0,0,5,0,1,0,0,0,0,12,28,28,13.007777028274123,77.5713451105904,0
D & N HAVELI,D and N HAVELI,2002,11,2,0,4,0,4,9,5,4,3,0,1,38,75,38,37,5,12,10,0,2,29,0,3,0,3,0,0,142,349,349,12.826367249550406,77.57849784665885,1
D & N HAVELI,TOTAL,2002,11,2,0,4,0,4,9,5,4,3,0,1,38,75,38,37,5,12,10,0,2,29,0,3,0,3,0,0,142,349,349,13.07478478774599,77.53779114283208,1
DAMAN & DIU,DAMAN,2002,7,1,0,0,0,0,2,1,1,1,0,0,51,46,31,15,14,5,10,0,2,16,0,0,0,3,0,0,53,211,211,13.09985641450733,77.47551014175077,2
DAMAN & DIU,DIU,2002,1,2,0,0,0,0,1,1,0,1,0,1,5,10,4,6,2,0,0,0,0,2,0,0,0,0,0,0,25,50,50,12.974055541368507,77.70534813128226,0
DAMAN & DIU,TOTAL,2002,8,3,0,0,0,0,3,2,1,2,0,1,56,56,35,21,16,5,10,0,2,18,0,0,0,3,0,0,78,261,261,13.15716614105493,77.42716457526421,1
DELHI UT,S.T.F.,2002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.813276365031651,77.44506874689839,0
DELHI UT,SPL CELL,2002,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,15,44,44,12.908146004394409,77.40047033367551,0
LAKSHADWEEP,LAKSHADWEEP,2002,0,0,0,1,0,1,0,0,0,0,0,0,9,12,0,12,18,0,0,0,2,5,0,1,0,0,0,0,5,53,53,12.895510628677979,77.79796808003698,0
LAKSHADWEEP,TOTAL,2002,0,0,0,1,0,1,0,0,0,0,0,0,9,12,0,12,18,0,0,0,2,5,0,1,0,0,0,0,5,53,53,12.817083400504853,77.66228460077743,0
ARUNACHAL PRADESH,CHANGLANG,2003,10,1,0,4,0,4,7,7,0,4,0,0,16,19,0,19,1,1,1,0,3,33,0,0,0,2,0,0,43,145,145,13.111884493438039,77.56773955767274,2
ARUNACHAL PRADESH,DIBANG VALLEY,2003,1,1,0,2,0,2,1,1,0,2,0,6,15,13,0,13,1,1,2,0,0,38,0,1,0,5,0,0,27,116,116,12.967477851700735,77.54321566114301,0
ARUNACHAL PRADESH,K/KUMEY,2003,4,1,0,0,0,0,2,2,0,1,0,1,0,1,0,1,0,0,0,0,0,10,0,0,0,0,0,0,5,25,25,13.162248910733519,77.78088644557266,0
ARUNACHAL PRADESH,KAMENG EAST,2003,4,0,0,0,0,0,2,2,0,0,0,5,15,11,0,11,1,0,0,0,0,33,0,10,0,1,0,0,19,101,101,13.099249985526319,77.78109937935575,0
ARUNACHAL PRADESH,KAMENG WEST,2003,7,1,0,1,0,1,0,0,0,1,0,2,11,11,0,11,0,0,0,2,0,22,0,0,0,0,0,0,25,83,83,12.985826959168474,77.47374777850247,0
ARUNACHAL PRADESH,LOHIT,2003,16,0,0,1,0,1,15,14,1,4,0,2,26,25,0,25,0,2,2,0,0,30,0,5,0,1,0,0,60,189,189,13.10244825867775,77.72444023175828,2
ARUNACHAL PRADESH,PAPUM PARE,2003,9,2,0,3,0,3,10,8,2,11,0,11,56,110,38,72,1,10,2,0,0,67,0,7,0,1,0,0,105,405,405,13.176146739289258,77.53537176865665,1
ARUNACHAL PRADESH,SIANG EAST,2003,6,2,0,9,0,9,10,9,1,4,0,13,22,46,4,42,0,1,7,1,1,40,0,4,0,1,0,0,65,232,232,13.076024199883127,77.77896013809101,2
ARUNACHAL PRADESH,SIANG UPPER,2003,4,2,1,1,0,1,1,1,0,0,0,0,8,16,0,16,0,1,0,0,0,12,0,0,0,0,0,0,9,55,55,12.881015965792777,77.73079497462598,0
ARUNACHAL PRADESH,SIANG WEST,2003,5,2,0,5,0,5,5,4,1,2,0,2,22,50,5,45,2,7,4,0,0,57,0,6,0,1,0,0,87,257,257,12.946658488106667,77.62645954782582,1
ARUNACHAL PRADESH,SUBANSIRI LOWER,2003,3,3,1,3,0,3,4,0,4,4,0,5,20,17,2,15,1,2,1,1,1,11,0,0,0,0,0,0,46,123,123,13.186128112861002,77.681483023318,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2003,4,1,0,1,0,1,2,2,0,2,0,7,15,11,0,11,0,0,0,1,3,35,0,0,0,0,0,0,36,118,118,13.069645755819163,77.58056671649838,0
ARUNACHAL PRADESH,TAWANG,2003,0,0,0,0,0,0,0,0,0,0,0,1,12,14,1,13,0,0,0,2,0,6,0,1,0,0,0,0,13,49,49,13.000844045195034,77.41692378169354,0
ARUNACHAL PRADESH,TIRAP,2003,2,3,1,1,0,1,8,0,8,2,0,5,13,25,0,25,0,3,2,0,2,33,0,9,0,2,0,0,35,146,146,13.045420624580897,77.56547671436849,2
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2003,2,1,0,0,0,0,1,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,17,17,13.144528982830764,77.68408313432812,0
ASSAM,C.I.D.,2003,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,18,24,24,13.0719650316529,77.51543044789203,0
ASSAM,G.R.P.,2003,4,0,0,0,0,0,1,1,0,6,0,3,0,55,0,55,7,0,1,0,0,10,0,1,0,0,0,0,94,182,182,13.089695146226914,77.43807850483185,2
ASSAM,R.P.O.,2003,2,0,0,5,0,5,0,0,0,3,0,1,0,2,0,2,5,0,0,0,0,3,0,1,0,5,0,0,3,30,30,12.819511180449702,77.639366767044,0
BIHAR,JAMALPUR RLY.,2003,9,1,0,1,0,1,4,0,4,9,2,7,0,137,2,135,13,1,6,0,1,25,0,0,0,0,0,0,21,237,237,13.090950189927065,77.7011411665866,2
CHHATTISGARH,GRP RAIPUR,2003,1,3,0,1,0,1,2,2,0,0,0,2,5,198,5,193,1,0,1,1,0,12,0,1,2,1,0,0,96,327,327,12.841327350286582,77.62422357223753,1
CHHATTISGARH,NARAYANPUR,2003,11,13,0,3,0,3,1,1,0,7,0,1,9,10,3,7,0,2,0,0,5,9,0,0,0,1,0,7,35,114,114,13.061574059596825,77.53719993985932,0
HIMACHAL PRADESH,G.R.P.,2003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13.105023702908344,77.48705693064758,0
HIMACHAL PRADESH,KINNAUR,2003,3,1,1,6,0,6,4,4,0,0,0,0,36,16,0,16,9,2,1,0,0,9,0,2,0,2,0,17,47,156,156,13.168337325900426,77.55196977412805,2
HIMACHAL PRADESH,LAHAUL-SPITI,2003,0,0,0,2,0,2,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,14,36,59,59,13.022845646262745,77.6417716035711,0
JAMMU & KASHMIR,CRIME JAMMU,2003,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,36,36,13.178404138629459,77.60912682231935,0
JAMMU & KASHMIR,KARGIL,2003,0,0,0,1,0,1,6,6,0,0,0,0,4,4,0,4,7,1,2,0,1,0,0,0,0,0,0,0,57,83,83,13.141200082897402,77.76334963694585,0
JAMMU & KASHMIR,LEH,2003,0,1,0,3,0,3,1,1,0,0,0,0,2,3,2,1,6,0,1,0,0,0,0,2,0,0,0,0,123,142,142,12.86771541310464,77.66609361508156,2
JAMMU & KASHMIR,RAILWAYS,2003,0,0,0,1,0,1,0,0,0,0,0,0,0,14,0,14,0,0,1,0,0,0,0,1,0,0,0,0,8,25,25,13.148173477442034,77.41482194023678,0
JHARKHAND,JAMSHEDPUR RLY.,2003,6,0,0,2,0,2,2,2,0,9,0,11,7,84,2,82,23,0,2,0,0,0,3,0,0,0,0,5,81,235,235,13.027395699131601,77.53555176231579,2
JHARKHAND,SIMDEGA,2003,50,1,2,19,0,19,12,11,1,10,0,17,11,32,0,32,29,3,2,0,4,75,0,3,0,7,0,11,87,375,375,12.835322106551894,77.59189764298692,1
KERALA,RAILWAYS,2003,3,0,1,0,0,0,0,0,0,0,0,4,2,157,2,155,10,0,2,0,0,16,0,0,0,0,0,0,45,240,240,12.954259610356484,77.79434296574453,2
MADHYA PRADESH,INDORE RLY.,2003,4,2,1,0,0,0,0,0,0,0,0,4,4,111,2,109,3,0,4,0,0,8,1,3,0,0,0,0,57,202,202,13.03403523467882,77.42383298462724,2
MAHARASHTRA,PUNE RLY.,2003,0,0,0,3,0,3,0,0,0,0,0,4,0,192,1,191,2,0,3,2,1,1,0,1,0,0,0,2,50,261,261,13.162128434116328,77.77851273528752,1
MANIPUR,BISHNUPUR,2003,22,42,1,2,0,2,10,6,4,0,0,0,6,11,0,11,8,0,6,0,1,46,0,16,0,0,0,0,103,274,274,12.963519184888767,77.5350478770828,1
MANIPUR,CHANDEL,2003,17,6,0,0,0,0,3,1,2,0,0,1,0,5,1,4,5,1,0,0,4,10,0,0,0,0,0,0,31,83,83,13.027223140943653,77.52675713587995,0
MANIPUR,CHURACHANDPUR,2003,14,21,0,0,0,0,4,0,4,0,0,0,3,16,0,16,0,0,1,0,0,4,0,2,0,0,0,0,32,97,97,13.143057239151291,77.75444352068676,0
MANIPUR,SENAPATI,2003,17,13,2,0,0,0,7,1,6,1,0,1,1,3,0,3,5,1,4,0,4,3,0,0,0,0,0,0,70,132,132,13.087874744699219,77.61544630527897,2
MANIPUR,TAMENGLONG,2003,3,3,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,1,1,0,0,0,0,0,0,11,24,24,13.0071906022547,77.5376149618597,0
MANIPUR,UKHRUL,2003,2,5,0,0,0,0,3,3,0,0,0,1,2,4,0,4,0,0,0,0,3,5,0,1,0,0,0,0,14,40,40,13.12045917335088,77.69315353665233,0
MEGHALAYA,GARO HILLS EAST,2003,14,16,1,1,0,1,7,0,7,4,0,6,19,20,0,20,3,0,3,1,5,11,0,0,0,0,0,0,21,132,132,12.914870862342902,77.42103768899979,2
MEGHALAYA,GARO HILLS SOUTH,2003,7,4,0,3,0,3,3,0,3,2,0,1,3,7,0,7,0,0,0,0,0,0,0,1,0,0,0,0,15,46,46,12.870882514374877,77.45865772339363,0
MEGHALAYA,GARO HILLS WEST,2003,24,8,12,6,0,6,18,0,18,13,0,17,21,24,0,24,0,0,4,1,3,14,0,5,0,0,0,0,30,200,200,12.91562194046691,77.45490453255574,2
MEGHALAYA,JAINTIA HILLS,2003,52,2,0,11,0,11,0,0,0,8,0,4,10,41,16,25,0,4,3,1,1,35,0,0,0,0,0,14,78,264,264,13.082444638909255,77.58997691438937,1
MEGHALAYA,KHASI HILLS WEST,2003,17,9,0,6,0,6,2,0,2,8,0,9,1,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,21,91,91,13.15905533184361,77.74026276869543,0
MIZORAM,CHAMPHAI,2003,6,1,1,10,0,10,1,0,1,0,0,2,39,67,2,65,0,1,4,2,1,19,0,11,0,0,0,0,56,221,221,12.995903709779716,77.71227626609026,2
MIZORAM,KOLASIB,2003,5,2,1,5,0,5,2,0,2,3,0,3,33,77,4,73,0,0,2,0,3,15,0,11,0,0,0,10,81,253,253,13.160089910672697,77.66453548584239,2
MIZORAM,LAWNGTLAI,2003,6,3,0,1,0,1,0,0,0,1,0,0,7,50,1,49,0,0,1,1,1,5,0,6,0,0,0,0,62,144,144,13.12920979906631,77.61446882552211,2
MIZORAM,LUNGLEI,2003,6,2,0,6,0,6,0,0,0,0,0,2,59,205,8,197,0,4,7,0,4,20,0,15,0,0,0,0,25,355,355,12.86268438029318,77.78756997674525,1
MIZORAM,MAMIT,2003,2,2,0,1,0,1,0,0,0,0,0,0,18,34,0,34,0,0,1,2,1,6,0,0,0,0,0,0,26,93,93,13.041160457204365,77.5145582034397,0
MIZORAM,SERCHHIP,2003,1,1,0,3,0,3,0,0,0,0,0,0,33,60,0,60,0,1,1,0,0,10,0,9,0,0,0,1,39,159,159,13.079518282708609,77.66118964135119,2
NAGALAND,KIPHIRE,2003,1,0,0,1,0,1,1,0,1,1,0,0,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,7,16,16,12.903173530171758,77.60987372016562,0
NAGALAND,KOHIMA,2003,28,10,0,5,0,5,2,0,2,4,0,16,19,53,13,40,0,0,5,1,0,2,0,4,0,0,0,0,96,245,245,13.067369250583535,77.74342339008781,2
NAGALAND,MOKOKCHUNG,2003,8,3,1,1,0,1,10,0,10,3,0,3,7,9,3,6,3,0,1,0,5,9,0,0,2,0,0,8,30,103,103,12.85872624890442,77.71167997236272,0
NAGALAND,MON,2003,7,7,0,2,0,2,1,0,1,6,0,4,10,21,4,17,0,0,1,1,0,5,0,0,0,0,0,6,13,84,84,12.838407361254584,77.70294703212542,0
NAGALAND,PEREN,2003,4,0,2,1,0,1,4,0,4,0,0,2,3,5,0,5,0,0,0,1,0,1,0,0,0,0,0,3,1,27,27,12.929010858093948,77.61690891780053,0
NAGALAND,PHEK,2003,8,4,2,2,0,2,6,0,6,3,0,5,10,3,0,3,1,0,0,0,0,4,0,0,0,0,0,0,17,65,65,13.120529982468147,77.48384044651083,0
NAGALAND,TUENSANG,2003,9,1,0,0,0,0,0,0,0,0,0,3,9,11,0,11,4,1,1,1,0,0,0,0,0,0,0,0,16,56,56,13.026901512038563,77.4660962725508,0
NAGALAND,WOKHA,2003,5,6,0,0,0,0,2,1,1,0,0,3,3,40,0,40,0,1,2,0,0,6,0,0,0,0,0,3,14,85,85,12.827834822907606,77.4350664110327,0
NAGALAND,ZUNHEBOTO,2003,6,1,0,0,0,0,0,0,0,0,0,2,12,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,31,57,57,13.013831288340132,77.58616063274411,0
ODISHA,SRP(ROURKELA),2003,4,2,0,1,0,1,1,1,0,0,0,7,6,86,5,81,1,1,3,0,0,8,0,3,0,0,0,3,85,211,211,13.062178257149027,77.7500000709685,2
SIKKIM,EAST,2003,7,4,1,5,0,5,0,0,0,0,0,3,33,41,3,38,5,7,10,2,1,31,0,11,0,1,0,9,109,280,280,12.817672061861105,77.77361285922184,1
SIKKIM,NORTH,2003,1,0,0,2,0,2,0,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,14,14,13.045657237386077,77.48184794557247,0
SIKKIM,SOUTH,2003,3,1,1,1,0,1,0,0,0,1,0,0,8,19,0,19,1,0,1,0,1,12,0,6,0,0,0,6,30,91,91,13.00596161815891,77.62759965828218,0
SIKKIM,WEST,2003,3,2,1,2,0,2,0,0,0,1,0,0,4,3,0,3,4,0,1,1,0,13,0,8,0,0,0,3,12,58,58,12.927222230622013,77.42192716292494,0
TAMIL NADU,TRICHY RLY.,2003,0,0,1,0,0,0,0,0,0,0,0,0,3,47,1,46,4,0,2,0,0,16,0,0,1,0,0,4,99,177,177,12.84905065655973,77.74657274455393,2
UTTARAKHAND,BAGESHWAR,2003,11,4,0,4,0,4,0,0,0,0,0,8,0,17,1,16,1,2,0,0,1,0,2,3,0,0,0,3,46,102,102,13.192882229898194,77.51476867709057,0
UTTARAKHAND,CHAMOLI,2003,9,9,0,4,0,4,3,3,0,0,0,1,36,14,2,12,33,1,1,1,2,33,3,8,2,1,0,14,26,201,201,12.912348861617797,77.58989049906408,2
UTTARAKHAND,CHAMPAWAT,2003,7,6,2,1,0,1,3,3,0,2,0,2,9,14,0,14,3,1,3,1,0,13,2,5,0,4,0,6,39,123,123,12.998379389492726,77.71043687040081,0
UTTARAKHAND,UTTARKASHI,2003,6,2,2,9,0,9,7,6,1,0,0,3,25,28,1,27,26,0,10,0,7,7,0,8,2,6,0,0,129,277,277,13.07295685675924,77.73526359968791,1
WEST BENGAL,KHARAGPUR G.R.P.,2003,2,1,0,0,0,0,0,0,0,6,2,6,0,108,0,108,3,0,2,0,0,6,0,0,0,0,0,3,26,165,165,12.991575531856311,77.79607860382714,2
WEST BENGAL,SILIGURI G.R.P.,2003,6,0,0,0,0,0,2,2,0,1,0,3,0,89,0,89,7,0,1,0,0,0,0,1,0,0,0,0,37,147,147,13.182674004423866,77.52979709800574,2
A & N ISLANDS,NICOBAR,2003,5,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,2,0,0,1,3,0,0,0,0,0,0,19,33,33,12.994163881811849,77.72338207498404,0
D & N HAVELI,D and N HAVELI,2003,11,5,0,1,0,1,7,4,3,4,0,6,41,61,15,46,17,8,13,2,4,22,0,4,0,2,0,1,129,338,338,12.946597431111648,77.43309479423118,1
D & N HAVELI,TOTAL,2003,11,5,0,1,0,1,7,4,3,4,0,6,41,61,15,46,17,8,13,2,4,22,0,4,0,2,0,1,129,338,338,12.97970458052226,77.56828279613103,1
LAKSHADWEEP,LAKSHADWEEP,2003,0,0,0,2,0,2,0,0,0,0,0,0,6,8,1,7,4,0,0,0,2,1,0,1,0,1,0,0,6,31,31,13.182234540299872,77.72528588165555,0
LAKSHADWEEP,TOTAL,2003,0,0,0,2,0,2,0,0,0,0,0,0,6,8,1,7,4,0,0,0,2,1,0,1,0,1,0,0,6,31,31,13.046387410436854,77.56305180660335,0
ARUNACHAL PRADESH,CHANGLANG,2004,8,3,1,9,0,9,7,5,2,7,0,1,17,27,0,27,6,0,0,0,1,22,0,1,0,1,0,0,51,162,162,12.979736161873527,77.53493618006806,2
ARUNACHAL PRADESH,DIBANG VALLEY,2004,1,10,0,3,0,3,3,0,3,1,0,3,9,15,0,15,12,3,3,0,1,30,0,0,0,0,0,0,18,112,112,13.054425313413155,77.53571570955854,0
ARUNACHAL PRADESH,K/KUMEY,2004,5,0,0,0,0,0,1,1,0,2,0,0,4,2,0,2,1,1,1,0,0,11,0,0,0,0,0,0,11,39,39,13.184695325607466,77.47836526125256,0
ARUNACHAL PRADESH,KAMENG EAST,2004,4,1,0,0,0,0,2,2,0,0,0,0,18,11,0,11,4,0,2,0,0,34,0,4,0,0,0,0,20,100,100,12.898343294087443,77.59540055338209,0
ARUNACHAL PRADESH,KAMENG WEST,2004,3,0,0,2,0,2,4,2,2,1,0,4,5,24,0,24,1,1,2,0,0,23,0,1,0,0,0,0,33,104,104,12.81091478499201,77.41799511759955,0
ARUNACHAL PRADESH,LOHIT,2004,10,2,0,5,0,5,7,5,2,5,0,4,13,23,0,23,1,3,3,0,1,37,0,8,0,0,0,0,58,180,180,12.808293099985681,77.55761200995828,2
ARUNACHAL PRADESH,PAPUM PARE,2004,7,4,0,4,0,4,8,4,4,6,0,7,51,132,65,67,1,10,9,0,1,66,0,8,0,0,0,0,126,440,440,13.065074393042822,77.6141612656549,1
ARUNACHAL PRADESH,SIANG EAST,2004,1,2,0,11,0,11,14,10,4,4,0,5,20,41,1,40,14,2,7,0,4,66,0,11,0,1,0,0,89,292,292,12.80998704652184,77.53031415403191,1
ARUNACHAL PRADESH,SIANG UPPER,2004,1,4,0,1,0,1,0,0,0,0,0,0,9,10,1,9,0,1,0,0,1,5,0,2,0,0,0,0,17,51,51,12.9915515010366,77.6743106804054,0
ARUNACHAL PRADESH,SIANG WEST,2004,3,8,0,6,0,6,10,6,4,3,2,6,25,44,7,37,21,2,5,1,8,54,0,8,0,0,0,0,123,329,329,12.990267648649501,77.50902402488917,1
ARUNACHAL PRADESH,SUBANSIRI LOWER,2004,8,2,0,0,0,0,1,0,1,0,0,5,12,7,0,7,1,0,2,0,0,13,0,1,0,0,0,0,43,95,95,12.81616923810061,77.69037507351399,0
ARUNACHAL PRADESH,SUBANSIRI UPPER,2004,10,6,0,0,0,0,4,4,0,0,0,8,10,18,1,17,1,1,0,0,2,36,0,3,0,1,0,0,38,138,138,13.03564831760945,77.71506743343868,2
ARUNACHAL PRADESH,TAWANG,2004,0,2,0,0,0,0,0,0,0,0,0,0,6,11,0,11,2,0,0,0,0,16,0,13,0,1,0,0,24,75,75,13.083606203041528,77.75993749202436,0
ARUNACHAL PRADESH,TIRAP,2004,3,1,0,1,0,1,4,2,2,1,0,2,14,21,0,21,0,1,0,0,0,14,0,1,0,0,0,0,59,122,122,12.937066744539587,77.56790214242464,0
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2004,3,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,7,17,17,13.154066080256827,77.69136752116293,0
ASSAM,C.I.D.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,17,22,22,12.92927553008637,77.76162016033612,0
ASSAM,G.R.P.,2004,17,0,0,2,0,2,3,3,0,10,0,10,8,166,0,166,7,4,4,0,0,3,0,2,0,7,0,0,87,330,330,13.163180482128812,77.41824329217827,1
ASSAM,R.P.O.,2004,6,0,0,5,0,5,0,0,0,7,0,1,2,21,0,21,20,0,0,2,0,2,0,2,0,7,0,0,35,110,110,12.92506223921983,77.46440187619865,0
BIHAR,SHEOHAR,2004,9,31,1,13,0,13,8,6,2,7,0,13,11,19,0,19,44,12,8,2,6,49,5,9,0,6,0,7,129,389,389,12.822781269480805,77.66888842278632,1
CHHATTISGARH,BIZAPUR,2004,24,59,0,3,0,3,1,1,0,11,0,3,10,9,8,1,9,0,2,0,14,23,1,10,0,1,0,9,71,260,260,13.174044733833396,77.41858556557021,1
CHHATTISGARH,GRP RAIPUR,2004,2,5,2,2,0,2,2,1,1,0,0,5,8,223,7,216,3,0,4,0,0,14,0,2,0,1,0,1,77,351,351,12.935417244677225,77.5827783703873,1
CHHATTISGARH,NARAYANPUR,2004,21,26,0,1,0,1,1,0,1,12,0,0,9,18,5,13,2,1,3,0,6,22,0,2,0,0,0,6,35,165,165,12.817799541022978,77.54514140343296,2
GUJARAT,AHWA-DANG,2004,4,0,0,2,0,2,0,0,0,0,0,1,3,5,0,5,4,3,2,1,1,27,0,3,0,3,0,17,48,124,124,13.004709021052303,77.52115616361583,0
HIMACHAL PRADESH,G.R.P.,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,8,8,13.072918178135588,77.5986450885136,0
HIMACHAL PRADESH,LAHAUL-SPITI,2004,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,0,0,3,0,0,0,1,0,12,27,52,52,13.031321082703842,77.77733231262825,0
JAMMU & KASHMIR,CRIME JAMMU,2004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,52,52,12.857492110870403,77.61714082842457,0
JAMMU & KASHMIR,KARGIL,2004,1,2,0,1,0,1,1,1,0,0,0,0,6,1,0,1,7,0,1,0,2,0,0,1,0,0,0,0,74,97,97,12.870747273710998,77.60354473596043,0
JAMMU & KASHMIR,LEH,2004,2,0,0,3,0,3,4,4,0,0,0,0,15,4,0,4,5,0,2,0,0,1,0,3,0,1,0,0,113,153,153,12.805254289740823,77.42829401888905,2
JAMMU & KASHMIR,RAILWAYS,2004,1,0,0,1,0,1,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,16,16,13.122573890433138,77.53465771559001,0
JHARKHAND,JAMSHEDPUR RLY.,2004,2,0,0,1,0,1,1,1,0,5,0,6,6,114,4,110,3,0,1,0,0,0,0,5,0,0,0,1,56,201,201,12.995325289857105,77.58381443196976,2
JHARKHAND,SIMDEGA,2004,43,22,3,16,0,16,2,1,1,10,0,12,16,3,3,0,10,0,10,0,3,1,1,0,0,1,0,6,123,282,282,13.073420860814142,77.69906630930967,1
MADHYA PRADESH,INDORE RLY.,2004,3,0,2,1,0,1,0,0,0,0,0,5,3,149,0,149,0,0,2,0,0,11,0,5,0,0,0,0,107,288,288,13.135260473909119,77.67236392246693,1
MAHARASHTRA,PUNE RLY.,2004,4,0,0,0,0,0,0,0,0,1,1,4,0,132,0,132,3,1,0,0,0,4,0,0,1,0,0,1,34,186,186,13.002691148093389,77.57118232924499,2
MANIPUR,CHANDEL,2004,6,13,0,1,0,1,1,0,1,0,0,0,5,4,0,4,0,0,0,1,0,1,0,0,0,0,0,0,32,64,64,12.822097464233137,77.41306664619597,0
MANIPUR,CHURACHANDPUR,2004,26,18,2,0,0,0,7,1,6,0,0,0,3,8,0,8,0,0,1,1,0,0,0,0,0,0,0,0,54,120,120,13.152542469164457,77.73995059415864,0
MANIPUR,SENAPATI,2004,7,11,0,0,0,0,7,0,7,0,0,1,1,8,0,8,5,6,2,0,0,0,0,0,0,0,0,0,69,117,117,13.134201647148949,77.55621404127426,0
MANIPUR,TAMENGLONG,2004,1,1,0,0,0,0,5,0,5,0,0,0,0,7,0,7,0,1,1,0,0,0,0,0,0,0,0,0,21,37,37,12.85310973722994,77.7719720352421,0
MANIPUR,THOUBAL,2004,38,46,0,11,0,11,32,20,12,0,0,0,3,14,1,13,10,3,7,0,10,43,0,2,0,1,0,1,125,346,346,12.991629037805549,77.77159414098696,1
MANIPUR,UKHRUL,2004,10,2,0,0,0,0,1,0,1,1,0,0,2,8,0,8,3,1,1,0,0,0,0,0,0,0,0,0,19,48,48,13.107031533570396,77.69869190233906,0
MEGHALAYA,GARO HILLS EAST,2004,7,9,1,0,0,0,3,0,3,5,0,10,18,18,0,18,0,1,1,0,2,2,0,1,0,0,0,0,20,98,98,12.875079740259265,77.441974790923,0
